,incident_number,address,incident_type,datetime,latitude,longitude,color,icon,marker_text,neighborhood
566,F220108067,8th Ave S / S Holgate St,Medic Response,2022-09-06 09:18:00,47.586101,-122.323501,red,ambulance,<p>Incident: F220108067</p><p>Date: 2022-09-06</p><p>Time: 09:18:00</p><p>Type: Medic Response</p>,Pioneer Square
567,F220108068,Nw 67th St / Earl Ave Nw,1RED 1 Unit,2022-09-06 09:22:00,47.677654,-122.391866,purple,asterisk,<p>Incident: F220108068</p><p>Date: 2022-09-06</p><p>Time: 09:22:00</p><p>Type: 1RED 1 Unit</p>,Industrial District
568,F220108069,5527 S 120th St,Aid Response,2022-09-06 09:22:00,47.495547,-122.266855,red,ambulance,<p>Incident: F220108069</p><p>Date: 2022-09-06</p><p>Time: 09:22:00</p><p>Type: Aid Response</p>,Loyal Heights
570,F220108071,116 Fairview Ave N,Aid Response,2022-09-06 09:36:00,47.618693,-122.334256,red,ambulance,<p>Incident: F220108071</p><p>Date: 2022-09-06</p><p>Time: 09:36:00</p><p>Type: Aid Response</p>,South Beacon Hill
571,F220108072,1411 4th Ave,Aid Response,2022-09-06 09:38:00,47.609322,-122.335868,red,ambulance,<p>Incident: F220108072</p><p>Date: 2022-09-06</p><p>Time: 09:38:00</p><p>Type: Aid Response</p>,South Lake Union
572,F220108089,1607 35th Ave,Aid Response,2022-09-06 10:26:00,47.615284,-122.288148,red,ambulance,<p>Incident: F220108089</p><p>Date: 2022-09-06</p><p>Time: 10:26:00</p><p>Type: Aid Response</p>,Central Business District
573,F220108090,325 9th Ave,Single Medic Unit,2022-09-06 10:26:00,47.603588,-122.322949,red,ambulance,<p>Incident: F220108090</p><p>Date: 2022-09-06</p><p>Time: 10:26:00</p><p>Type: Single Medic Unit</p>,Madrona
574,F220108091,2327 2nd Ave,Aid Response,2022-09-06 10:31:00,47.614242,-122.346,red,ambulance,<p>Incident: F220108091</p><p>Date: 2022-09-06</p><p>Time: 10:31:00</p><p>Type: Aid Response</p>,Yesler Terrace
575,F220108092,7532 10th Ave Nw,Aid Response,2022-09-06 10:37:00,47.683545,-122.369385,red,ambulance,<p>Incident: F220108092</p><p>Date: 2022-09-06</p><p>Time: 10:37:00</p><p>Type: Aid Response</p>,Belltown
576,F220108093,2134 Western Ave,4RED - 2 + 1 + 1,2022-09-06 10:39:00,47.611432,-122.34521,purple,asterisk,<p>Incident: F220108093</p><p>Date: 2022-09-06</p><p>Time: 10:39:00</p><p>Type: 4RED - 2 + 1 + 1</p>,Whittier Heights
577,F220108095,3001 S Myrtle St,Aid Response,2022-09-06 10:40:00,47.538902,-122.293225,red,ambulance,<p>Incident: F220108095</p><p>Date: 2022-09-06</p><p>Time: 10:40:00</p><p>Type: Aid Response</p>,Belltown
578,F220108096,620 Ne 53rd St,Wires Down,2022-09-06 10:44:00,47.667131,-122.321055,purple,asterisk,<p>Incident: F220108096</p><p>Date: 2022-09-06</p><p>Time: 10:44:00</p><p>Type: Wires Down</p>,South Beacon Hill
579,F220108099,8th Ave S / S Jackson St,Encampment Fire,2022-09-06 10:48:00,47.599186,-122.322445,purple,asterisk,<p>Incident: F220108099</p><p>Date: 2022-09-06</p><p>Time: 10:48:00</p><p>Type: Encampment Fire</p>,University District
580,F220108100,505 Ne 70th St,Aid Response,2022-09-06 10:48:00,47.679478,-122.322726,red,ambulance,<p>Incident: F220108100</p><p>Date: 2022-09-06</p><p>Time: 10:48:00</p><p>Type: Aid Response</p>,International District
581,F220108101,31st Ave Sw / Sw Genesee St,Brush Fire,2022-09-06 10:49:00,47.564705,-122.372118,purple,asterisk,<p>Incident: F220108101</p><p>Date: 2022-09-06</p><p>Time: 10:49:00</p><p>Type: Brush Fire</p>,Green Lake
582,F220108102,4744 41st Ave Sw,Aid Response,2022-09-06 10:51:00,47.560296,-122.38416,red,ambulance,<p>Incident: F220108102</p><p>Date: 2022-09-06</p><p>Time: 10:51:00</p><p>Type: Aid Response</p>,North Delridge
583,F220108103,724 N 143rd St,Nurseline/AMR,2022-09-06 10:51:00,47.732314,-122.350154,green,user-md,<p>Incident: F220108103</p><p>Date: 2022-09-06</p><p>Time: 10:51:00</p><p>Type: Nurseline/AMR</p>,Genesee
584,F220108104,700 5th Ave,Aid Response,2022-09-06 10:51:00,47.604413,-122.329842,red,ambulance,<p>Incident: F220108104</p><p>Date: 2022-09-06</p><p>Time: 10:51:00</p><p>Type: Aid Response</p>,Bitter Lake
585,F220108105,113 23rd Ave S,Aid Response,2022-09-06 10:53:00,47.601601,-122.302284,red,ambulance,<p>Incident: F220108105</p><p>Date: 2022-09-06</p><p>Time: 10:53:00</p><p>Type: Aid Response</p>,Pioneer Square
586,F220108106,769 N 74th St,Aid Response,2022-09-06 10:54:00,47.682563,-122.348669,red,ambulance,<p>Incident: F220108106</p><p>Date: 2022-09-06</p><p>Time: 10:54:00</p><p>Type: Aid Response</p>,Atlantic
587,F220108108,1519 12th Ave,Aid Response,2022-09-06 11:01:00,47.614317,-122.316839,red,ambulance,<p>Incident: F220108108</p><p>Date: 2022-09-06</p><p>Time: 11:01:00</p><p>Type: Aid Response</p>,Phinney Ridge
588,F220108109,10th Ave S / S Jackson St,Aid Response,2022-09-06 11:02:00,47.599184,-122.319639,red,ambulance,<p>Incident: F220108109</p><p>Date: 2022-09-06</p><p>Time: 11:02:00</p><p>Type: Aid Response</p>,Broadway
589,F220108111,515 Harvard Ave E,Aid Response,2022-09-06 11:12:00,47.623296,-122.322005,red,ambulance,<p>Incident: F220108111</p><p>Date: 2022-09-06</p><p>Time: 11:12:00</p><p>Type: Aid Response</p>,Yesler Terrace
590,F220108112,1st Ave N / Denny Way,Aid Response,2022-09-06 11:15:00,47.618602,-122.355453,red,ambulance,<p>Incident: F220108112</p><p>Date: 2022-09-06</p><p>Time: 11:15:00</p><p>Type: Aid Response</p>,Broadway
591,F220108114,1431 Minor Ave,Aid Response,2022-09-06 11:31:00,47.613247,-122.327187,red,ambulance,<p>Incident: F220108114</p><p>Date: 2022-09-06</p><p>Time: 11:31:00</p><p>Type: Aid Response</p>,Belltown
592,F220108116,Summit Ave / Seneca St,Aid Response,2022-09-06 11:34:00,47.611694,-122.324223,red,ambulance,<p>Incident: F220108116</p><p>Date: 2022-09-06</p><p>Time: 11:34:00</p><p>Type: Aid Response</p>,First Hill
593,F220108117,8th Ave / Stewart St,Aid Response,2022-09-06 11:36:00,47.614953,-122.335295,red,ambulance,<p>Incident: F220108117</p><p>Date: 2022-09-06</p><p>Time: 11:36:00</p><p>Type: Aid Response</p>,First Hill
594,F220108118,4831 35th Ave Sw,Aid Response,2022-09-06 11:36:00,47.558988,-122.376234,red,ambulance,<p>Incident: F220108118</p><p>Date: 2022-09-06</p><p>Time: 11:36:00</p><p>Type: Aid Response</p>,Belltown
595,F220108119,515 Minor Ave,Aid Response,2022-09-06 11:41:00,47.606467,-122.32091,red,ambulance,<p>Incident: F220108119</p><p>Date: 2022-09-06</p><p>Time: 11:41:00</p><p>Type: Aid Response</p>,Fairmount Park
596,F220108121,3272 Fuhrman Ave E,Rescue Elevator,2022-09-06 11:45:00,47.651221,-122.320953,green,building,<p>Incident: F220108121</p><p>Date: 2022-09-06</p><p>Time: 11:45:00</p><p>Type: Rescue Elevator</p>,Yesler Terrace
597,F220108134,31st Ave Sw / Sw Cloverdale St,Triaged Incident,2022-09-06 12:29:00,47.526474,-122.372597,red,plus-square,<p>Incident: F220108134</p><p>Date: 2022-09-06</p><p>Time: 12:29:00</p><p>Type: Triaged Incident</p>,Portage Bay
598,F220108136,14352 Lake City Way Ne,Bark Fire,2022-09-06 12:30:00,47.732409,-122.292388,purple,asterisk,<p>Incident: F220108136</p><p>Date: 2022-09-06</p><p>Time: 12:30:00</p><p>Type: Bark Fire</p>,Roxhill
599,F220108137,1117 17th Ave E,Automatic Fire Alarm Resd,2022-09-06 12:31:00,47.629007,-122.309935,red,fire,<p>Incident: F220108137</p><p>Date: 2022-09-06</p><p>Time: 12:31:00</p><p>Type: Automatic Fire Alarm Resd</p>,Olympic Hills
600,F220108139,1011 S Weller St,Auto Fire Alarm,2022-09-06 12:38:00,47.597509,-122.319511,orange,fire,<p>Incident: F220108139</p><p>Date: 2022-09-06</p><p>Time: 12:38:00</p><p>Type: Auto Fire Alarm</p>,Stevens
601,F220108140,2nd Ave / Denny Way,MVI - Motor Vehicle Incident,2022-09-06 12:41:00,47.618592,-122.352839,green,car,<p>Incident: F220108140</p><p>Date: 2022-09-06</p><p>Time: 12:41:00</p><p>Type: MVI - Motor Vehicle Incident</p>,International District
602,F220108141,7125 Fauntleroy Way Sw,Medic Response,2022-09-06 12:46:00,47.539419,-122.390816,red,ambulance,<p>Incident: F220108141</p><p>Date: 2022-09-06</p><p>Time: 12:46:00</p><p>Type: Medic Response</p>,Belltown
603,F220108142,1250 1st Ave S,Investigate Out Of Service,2022-09-06 12:43:00,47.592049,-122.334195,purple,asterisk,<p>Incident: F220108142</p><p>Date: 2022-09-06</p><p>Time: 12:43:00</p><p>Type: Investigate Out Of Service</p>,Gatewood
604,F220108143,908 JEFFERSON ST,Aid Response,2022-09-06 12:47:00,47.604879,-122.324007,red,ambulance,<p>Incident: F220108143</p><p>Date: 2022-09-06</p><p>Time: 12:47:00</p><p>Type: Aid Response</p>,Industrial District
605,F220108144,660 W Ewing St,Auto Fire Alarm,2022-09-06 12:49:00,47.652523,-122.365122,orange,fire,<p>Incident: F220108144</p><p>Date: 2022-09-06</p><p>Time: 12:49:00</p><p>Type: Auto Fire Alarm</p>,Yesler Terrace
606,F220108145,1726 Belmont Ave,4RED - 2 + 1 + 1,2022-09-06 12:52:00,47.616705,-122.324492,purple,asterisk,<p>Incident: F220108145</p><p>Date: 2022-09-06</p><p>Time: 12:52:00</p><p>Type: 4RED - 2 + 1 + 1</p>,North Queen Anne
607,F220108147,2121 26th Ave S,Auto Fire Alarm,2022-09-06 12:58:00,47.584234,-122.299024,orange,fire,<p>Incident: F220108147</p><p>Date: 2022-09-06</p><p>Time: 12:58:00</p><p>Type: Auto Fire Alarm</p>,Broadway
608,F220108148,620 S Main St,Aid Response,2022-09-06 13:00:00,47.600031,-122.325743,red,ambulance,<p>Incident: F220108148</p><p>Date: 2022-09-06</p><p>Time: 13:00:00</p><p>Type: Aid Response</p>,Atlantic
609,F220108149,715 Spring St,Nurseline/AMR,2022-09-06 13:00:00,47.608268,-122.330056,green,user-md,<p>Incident: F220108149</p><p>Date: 2022-09-06</p><p>Time: 13:00:00</p><p>Type: Nurseline/AMR</p>,International District
610,F220108150,1104 Nw 130th St,Aid Response,2022-09-06 13:02:00,47.723312,-122.370418,red,ambulance,<p>Incident: F220108150</p><p>Date: 2022-09-06</p><p>Time: 13:02:00</p><p>Type: Aid Response</p>,First Hill
611,F220108151,8914 Aurora Ave N,Aid Response,2022-09-06 13:06:00,47.693557,-122.344557,red,ambulance,<p>Incident: F220108151</p><p>Date: 2022-09-06</p><p>Time: 13:06:00</p><p>Type: Aid Response</p>,Broadview
612,F220108152,3900 S Othello St,Medic Response,2022-09-06 13:14:00,47.537046,-122.283397,red,ambulance,<p>Incident: F220108152</p><p>Date: 2022-09-06</p><p>Time: 13:14:00</p><p>Type: Medic Response</p>,Greenwood
613,F220108154,903 Lake Washington Blvd S,Automatic Fire Alarm Resd,2022-09-06 13:18:00,47.594571,-122.289165,red,fire,<p>Incident: F220108154</p><p>Date: 2022-09-06</p><p>Time: 13:18:00</p><p>Type: Automatic Fire Alarm Resd</p>,Holly Park
614,F220108156,1520 Melrose Ave,Aid Response,2022-09-06 13:26:00,47.614174,-122.327923,red,ambulance,<p>Incident: F220108156</p><p>Date: 2022-09-06</p><p>Time: 13:26:00</p><p>Type: Aid Response</p>,Leschi
615,F220108157,147 N 132nd St,Aid Response,2022-09-06 13:29:00,47.725059,-122.357384,red,ambulance,<p>Incident: F220108157</p><p>Date: 2022-09-06</p><p>Time: 13:29:00</p><p>Type: Aid Response</p>,Broadway
616,F220108158,7005 Rainier Ave S,Medic Response,2022-09-06 13:33:00,47.539758,-122.270931,red,ambulance,<p>Incident: F220108158</p><p>Date: 2022-09-06</p><p>Time: 13:33:00</p><p>Type: Medic Response</p>,Broadview
617,F220108159,1211 E Olive St,Aid Response,2022-09-06 13:34:00,47.616433,-122.316726,red,ambulance,<p>Incident: F220108159</p><p>Date: 2022-09-06</p><p>Time: 13:34:00</p><p>Type: Aid Response</p>,Brighton
618,F220108160,4219 S Othello St,Low Acuity Response,2022-09-06 13:37:00,47.53705,-122.280473,purple,asterisk,<p>Incident: F220108160</p><p>Date: 2022-09-06</p><p>Time: 13:37:00</p><p>Type: Low Acuity Response</p>,Broadway
619,F220108161,1700 Harvard Ave,Medic Response- Overdose,2022-09-06 13:39:00,47.616394,-122.322149,purple,asterisk,<p>Incident: F220108161</p><p>Date: 2022-09-06</p><p>Time: 13:39:00</p><p>Type: Medic Response- Overdose</p>,Brighton
620,F220108163,10720 Sand Point Way Ne,Medic Response- 6 per Rule,2022-09-06 13:47:00,47.707147,-122.279337,purple,asterisk,<p>Incident: F220108163</p><p>Date: 2022-09-06</p><p>Time: 13:47:00</p><p>Type: Medic Response- 6 per Rule</p>,Broadway
621,F220108164,510 19th Ave E,Medic Response,2022-09-06 13:47:00,47.623324,-122.307303,red,ambulance,<p>Incident: F220108164</p><p>Date: 2022-09-06</p><p>Time: 13:47:00</p><p>Type: Medic Response</p>,Matthews Beach
622,F220108176,10000 Holman Rd Nw,Auto Fire Alarm,2022-09-06 14:21:00,47.701727,-122.362067,orange,fire,<p>Incident: F220108176</p><p>Date: 2022-09-06</p><p>Time: 14:21:00</p><p>Type: Auto Fire Alarm</p>,Stevens
623,F220108177,1635 11th Ave,Aid Response,2022-09-06 14:22:00,47.615659,-122.318166,red,ambulance,<p>Incident: F220108177</p><p>Date: 2022-09-06</p><p>Time: 14:22:00</p><p>Type: Aid Response</p>,Greenwood
624,F220108179,5802 Rainier Ave S,Aid Response,2022-09-06 14:29:00,47.550408,-122.27727,red,ambulance,<p>Incident: F220108179</p><p>Date: 2022-09-06</p><p>Time: 14:29:00</p><p>Type: Aid Response</p>,Broadway
625,F220108180,400 Broad St,Auto Fire Alarm,2022-09-06 14:30:00,47.619744,-122.348859,orange,fire,<p>Incident: F220108180</p><p>Date: 2022-09-06</p><p>Time: 14:30:00</p><p>Type: Auto Fire Alarm</p>,Columbia City
626,F220108181,4554 12th Ave Ne,Auto Fire Alarm,2022-09-06 14:38:00,47.661781,-122.31543,orange,fire,<p>Incident: F220108181</p><p>Date: 2022-09-06</p><p>Time: 14:38:00</p><p>Type: Auto Fire Alarm</p>,South Lake Union
627,F220108182,10345 Meridian Ave N,Aid Response,2022-09-06 14:41:00,47.703624,-122.333909,red,ambulance,<p>Incident: F220108182</p><p>Date: 2022-09-06</p><p>Time: 14:41:00</p><p>Type: Aid Response</p>,University District
628,F220108184,1215 Thomas St,Aid Response,2022-09-06 14:48:00,47.620815,-122.332585,red,ambulance,<p>Incident: F220108184</p><p>Date: 2022-09-06</p><p>Time: 14:48:00</p><p>Type: Aid Response</p>,North College Park
629,F220108185,6420 California Ave Sw,Aid Response,2022-09-06 14:55:00,47.545489,-122.387208,red,ambulance,<p>Incident: F220108185</p><p>Date: 2022-09-06</p><p>Time: 14:55:00</p><p>Type: Aid Response</p>,South Lake Union
630,F220108186,11500 15th Ave Ne,Nurseline/AMR,2022-09-06 14:57:00,47.712167,-122.312433,green,user-md,<p>Incident: F220108186</p><p>Date: 2022-09-06</p><p>Time: 14:57:00</p><p>Type: Nurseline/AMR</p>,Fairmount Park
631,F220108187,6th Ave / Seneca St,Triaged Incident,2022-09-06 14:58:00,47.608444,-122.331995,red,plus-square,<p>Incident: F220108187</p><p>Date: 2022-09-06</p><p>Time: 14:58:00</p><p>Type: Triaged Incident</p>,Victory Heights
632,F220108188,6300 Seward Park Ave S,Aid Response,2022-09-06 15:04:00,47.545873,-122.262587,red,ambulance,<p>Incident: F220108188</p><p>Date: 2022-09-06</p><p>Time: 15:04:00</p><p>Type: Aid Response</p>,Central Business District
633,F220108189,3rd Ave W / W Nickerson St,Aid Response,2022-09-06 15:13:00,47.650829,-122.360877,red,ambulance,<p>Incident: F220108189</p><p>Date: 2022-09-06</p><p>Time: 15:13:00</p><p>Type: Aid Response</p>,Seward Park
634,F220108190,16th Ave Nw / Nw 65th St,Investigate Out Of Service,2022-09-06 15:15:00,47.675997,-122.377829,purple,asterisk,<p>Incident: F220108190</p><p>Date: 2022-09-06</p><p>Time: 15:15:00</p><p>Type: Investigate Out Of Service</p>,North Queen Anne
635,F220108191,7144 Beacon Ave S,Triaged Incident,2022-09-06 15:16:00,47.538368,-122.295193,red,plus-square,<p>Incident: F220108191</p><p>Date: 2022-09-06</p><p>Time: 15:16:00</p><p>Type: Triaged Incident</p>,Loyal Heights
636,F220108192,7508 58th Ave Ne,Low Acuity Response,2022-09-06 15:17:00,47.682979,-122.266326,purple,asterisk,<p>Incident: F220108192</p><p>Date: 2022-09-06</p><p>Time: 15:17:00</p><p>Type: Low Acuity Response</p>,South Beacon Hill
637,F220108194,2024 3rd Ave,Aid Response,2022-09-06 15:22:00,47.612578,-122.341197,red,ambulance,<p>Incident: F220108194</p><p>Date: 2022-09-06</p><p>Time: 15:22:00</p><p>Type: Aid Response</p>,View Ridge
638,F220108195,12024 Greenwood Ave N,Aid Response,2022-09-06 15:24:00,47.716184,-122.355524,red,ambulance,<p>Incident: F220108195</p><p>Date: 2022-09-06</p><p>Time: 15:24:00</p><p>Type: Aid Response</p>,Belltown
639,F220108196,14100 Linden Ave N,Brush Fire,2022-09-06 15:26:00,47.73104,-122.347764,purple,asterisk,<p>Incident: F220108196</p><p>Date: 2022-09-06</p><p>Time: 15:26:00</p><p>Type: Brush Fire</p>,Broadview
640,F220108197,Aurora Ave N / N 105th St,1RED 1 Unit,2022-09-06 15:28:00,47.705051,-122.344694,purple,asterisk,<p>Incident: F220108197</p><p>Date: 2022-09-06</p><p>Time: 15:28:00</p><p>Type: 1RED 1 Unit</p>,Bitter Lake
641,F220108198,5263 15th Ave Ne,Aid Response,2022-09-06 15:33:00,47.66687,-122.311909,red,ambulance,<p>Incident: F220108198</p><p>Date: 2022-09-06</p><p>Time: 15:33:00</p><p>Type: Aid Response</p>,Greenwood
642,F220108199,315 1st Ave N,Triaged Incident,2022-09-06 15:34:00,47.621103,-122.355433,red,plus-square,<p>Incident: F220108199</p><p>Date: 2022-09-06</p><p>Time: 15:34:00</p><p>Type: Triaged Incident</p>,University District
643,F220108200,N 85th St / Wallingford Ave N,Aid Response,2022-09-06 15:36:00,47.690501,-122.33644,red,ambulance,<p>Incident: F220108200</p><p>Date: 2022-09-06</p><p>Time: 15:36:00</p><p>Type: Aid Response</p>,Lower Queen Anne
644,F220108201,1660 S Columbian Way,Low Acuity Response,2022-09-06 15:37:00,47.561845,-122.310824,purple,asterisk,<p>Incident: F220108201</p><p>Date: 2022-09-06</p><p>Time: 15:37:00</p><p>Type: Low Acuity Response</p>,North College Park
645,F220108202,1532 Ne Brockman Pl,Rubbish Fire,2022-09-06 15:45:00,47.72396,-122.312304,orange,fire-extinguisher,<p>Incident: F220108202</p><p>Date: 2022-09-06</p><p>Time: 15:45:00</p><p>Type: Rubbish Fire</p>,Mid-Beacon Hill
646,F220108203,5825 16th Ave Ne,Triaged Incident,2022-09-06 15:48:00,47.671744,-122.310769,red,plus-square,<p>Incident: F220108203</p><p>Date: 2022-09-06</p><p>Time: 15:48:00</p><p>Type: Triaged Incident</p>,Olympic Hills
647,F220108222,820 Nw 95th St,Aid Response,2022-09-06 16:49:00,47.697867,-122.367016,red,ambulance,<p>Incident: F220108222</p><p>Date: 2022-09-06</p><p>Time: 16:49:00</p><p>Type: Aid Response</p>,Ravenna
648,F220108223,2200 Westlake Ave,Aid Response,2022-09-06 16:50:00,47.617752,-122.338344,red,ambulance,<p>Incident: F220108223</p><p>Date: 2022-09-06</p><p>Time: 16:50:00</p><p>Type: Aid Response</p>,Crown Hill
649,F220108224,1401 Broadway,Aid Response,2022-09-06 16:53:00,47.612963,-122.320762,red,ambulance,<p>Incident: F220108224</p><p>Date: 2022-09-06</p><p>Time: 16:53:00</p><p>Type: Aid Response</p>,Belltown
650,F220108225,1520 Broadway,Aid Response,2022-09-06 16:56:00,47.614301,-122.320784,red,ambulance,<p>Incident: F220108225</p><p>Date: 2022-09-06</p><p>Time: 16:56:00</p><p>Type: Aid Response</p>,First Hill
651,F220108226,7912 14th Ave Sw,Rescue Lock In/Out,2022-09-06 16:58:00,47.531779,-122.352772,purple,asterisk,<p>Incident: F220108226</p><p>Date: 2022-09-06</p><p>Time: 16:58:00</p><p>Type: Rescue Lock In/Out</p>,Broadway
652,F220108228,114 Nw 77th St,Medic Response,2022-09-06 17:01:00,47.684743,-122.358149,red,ambulance,<p>Incident: F220108228</p><p>Date: 2022-09-06</p><p>Time: 17:01:00</p><p>Type: Medic Response</p>,Highland Park
653,F220108229,Roy St / Taylor Ave N,Aid Response,2022-09-06 17:01:00,47.625418,-122.346259,red,ambulance,<p>Incident: F220108229</p><p>Date: 2022-09-06</p><p>Time: 17:01:00</p><p>Type: Aid Response</p>,Greenwood
654,F220108231,6512 12th Ave Nw,Aid Response,2022-09-06 17:04:00,47.676064,-122.371953,red,ambulance,<p>Incident: F220108231</p><p>Date: 2022-09-06</p><p>Time: 17:04:00</p><p>Type: Aid Response</p>,Lower Queen Anne
655,F220108233,803 E Denny Way,Low Acuity Referral,2022-09-06 17:07:00,47.618733,-122.322146,purple,asterisk,<p>Incident: F220108233</p><p>Date: 2022-09-06</p><p>Time: 17:07:00</p><p>Type: Low Acuity Referral</p>,Whittier Heights
656,F220108234,Rainier Ave S / S Alaska St,Aid Response,2022-09-06 17:13:00,47.560748,-122.287027,red,ambulance,<p>Incident: F220108234</p><p>Date: 2022-09-06</p><p>Time: 17:13:00</p><p>Type: Aid Response</p>,Broadway
657,F220108235,4222 7th Ave Ne,Aid Response,2022-09-06 17:17:00,47.657927,-122.320844,red,ambulance,<p>Incident: F220108235</p><p>Date: 2022-09-06</p><p>Time: 17:17:00</p><p>Type: Aid Response</p>,Columbia City
658,F220108236,5041 Rainier Ave S,Rescue Lock In/Out,2022-09-06 17:23:00,47.556541,-122.284204,purple,asterisk,<p>Incident: F220108236</p><p>Date: 2022-09-06</p><p>Time: 17:23:00</p><p>Type: Rescue Lock In/Out</p>,University District
659,F220108238,12521 33rd Ave Ne,Medic Response,2022-09-06 17:25:00,47.719406,-122.292729,red,ambulance,<p>Incident: F220108238</p><p>Date: 2022-09-06</p><p>Time: 17:25:00</p><p>Type: Medic Response</p>,Columbia City
660,F220108239,9456 16th Ave Sw,Bark Fire,2022-09-06 17:25:00,47.518677,-122.355151,purple,asterisk,<p>Incident: F220108239</p><p>Date: 2022-09-06</p><p>Time: 17:25:00</p><p>Type: Bark Fire</p>,Cedar Park
661,F220108240,12242 10th Ave Nw,Low Acuity Response,2022-09-06 17:27:00,47.718114,-122.369612,purple,asterisk,<p>Incident: F220108240</p><p>Date: 2022-09-06</p><p>Time: 17:27:00</p><p>Type: Low Acuity Response</p>,South Delridge
662,F220108241,Aurora Ave N / N 130th St,Bark Fire,2022-09-06 17:29:00,47.723212,-122.344977,purple,asterisk,<p>Incident: F220108241</p><p>Date: 2022-09-06</p><p>Time: 17:29:00</p><p>Type: Bark Fire</p>,Broadview
663,F220108242,35th Ave Sw / Sw Barton St,Triaged Incident,2022-09-06 17:30:00,47.52107,-122.376761,red,plus-square,<p>Incident: F220108242</p><p>Date: 2022-09-06</p><p>Time: 17:30:00</p><p>Type: Triaged Incident</p>,Haller Lake
664,F220108243,3450 4th Ave S,AFA4 - Auto Alarm 2 + 1 + 1,2022-09-06 17:30:00,47.573191,-122.329061,purple,asterisk,<p>Incident: F220108243</p><p>Date: 2022-09-06</p><p>Time: 17:30:00</p><p>Type: AFA4 - Auto Alarm 2 + 1 + 1</p>,Roxhill
665,F220108245,3339 Cascadia Ave S,Aid Response,2022-09-06 17:38:00,47.573206,-122.283261,red,ambulance,<p>Incident: F220108245</p><p>Date: 2022-09-06</p><p>Time: 17:38:00</p><p>Type: Aid Response</p>,Industrial District
666,F220108246,16th Ave S / S Bayview St,Rubbish Fire,2022-09-06 17:37:00,47.581009,-122.312099,orange,fire-extinguisher,<p>Incident: F220108246</p><p>Date: 2022-09-06</p><p>Time: 17:37:00</p><p>Type: Rubbish Fire</p>,Mount Baker
667,F220108247,11050 8th Ave Ne,Auto Fire Alarm,2022-09-06 17:39:00,47.708936,-122.320569,orange,fire,<p>Incident: F220108247</p><p>Date: 2022-09-06</p><p>Time: 17:39:00</p><p>Type: Auto Fire Alarm</p>,North Beacon Hill
668,F220108249,4580 Fauntleroy Way Sw,Aid Response,2022-09-06 17:40:00,47.561627,-122.380926,red,ambulance,<p>Incident: F220108249</p><p>Date: 2022-09-06</p><p>Time: 17:40:00</p><p>Type: Aid Response</p>,Pinehurst
669,F220108250,6741 25TH AVE NW,Aid Response,2022-09-06 17:40:00,47.677922,-122.388656,red,ambulance,<p>Incident: F220108250</p><p>Date: 2022-09-06</p><p>Time: 17:40:00</p><p>Type: Aid Response</p>,Genesee
670,F220108251,1st Ave / Clay St,Aid Response,2022-09-06 17:41:00,47.616354,-122.35155,red,ambulance,<p>Incident: F220108251</p><p>Date: 2022-09-06</p><p>Time: 17:41:00</p><p>Type: Aid Response</p>,Loyal Heights
671,F220108252,2401 S Jackson St,Auto Fire Alarm,2022-09-06 17:43:00,47.599288,-122.301125,orange,fire,<p>Incident: F220108252</p><p>Date: 2022-09-06</p><p>Time: 17:43:00</p><p>Type: Auto Fire Alarm</p>,Belltown
